cancer,edin,p50,is_tumor
CESC,0.33,0.0769,False
CHOL,0.08,0.0909,True
COAD,0.13,0.0909,True
COAD,0.12,0.1000,False
DLBC,0.17,0.0588,True
ESCA,0.75,0.1034,True
ESCA,0.27,0.0545,False
GBM,0.56,0.1026,True
GBM,0.6,0.0588,False
HNSC,0.32,0.0817,True
HNSC,0.2,0.0839,False
KICH,0.06,0.0839,True
KICH,0.21,0.0718,False
KIRC,0.26,0.0769,True
KIRC,0.26,0.0931,False
KIRP,0.15,0.0909,True
KIRP,0.31,0.1000,False
LAML,0.16,0.0817,True
LGG,0.36,0.0833,True
LIHC,0.08,0.0909,True
LUAD,0.25,0.0833,True
LUAD,0.22,0.0769,False
LUSC,0.3,0.0741,True
LUSC,0.22,0.0697,False
MESO,0.16,0.1000,True
OV,0.66,0.1333,True
PAAD,0.24,0.0870,True
PCPG,0.17,0.1000,True
PRAD,0.24,0.0833,True
PRAD,0.35,0.0769,False
READ,0.11,0.0769,True
READ,0.1,0.2000,False
SARC,0.34,0.0833,True
SKCM,0.31,0.0714,True
STAD,0.61,0.1154,True
STAD,0.41,0.0769,False
TGCT,0.49,0.0769,True
THCA,0.28,0.0889,True
THCA,0.38,0.0817,False
THYM,0.35,0.0679,True
THYM,0.5,0.0800,False
UCEC,0.35,0.1137,True
UCEC,0.34,0.1213,False
UCS,0.21,0.0670,True
UVM,0.14,0.0955,True
ACC,0.06,0.0909,True
BLCA,0.14,0.0833,True
BLCA,0.32,0.0769,False
BRCA,0.31,0.0833,True
BRCA,0.21,0.0606,False
CESC,0.22,0.0769,True
CESC,0.33,0.0487,False
CHOL,0.03,0.0833,True
COAD,0.11,0.0769,True
COAD,0.1,0.0801,False
DLBC,0.06,0.0369,True
ESCA,0.77,0.1194,True
ESCA,0.36,0.0800,False
GBM,0.56,0.0909,True
GBM,0.4,0.0596,False
HNSC,0.22,0.0741,True
HNSC,0.11,0.0625,False
KICH,0.03,0.1000,True
KICH,0.21,0.0667,False
KIRC,0.24,0.0769,True
KIRC,0.24,0.0714,False
KIRP,0.07,0.0667,True
KIRP,0.22,0.0769,False
LAML,0.22,0.0769,True
LGG,0.19,0.0702,True
LIHC,0.05,0.0909,True
LUAD,0.16,0.0769,True
LUAD,0.08,0.0769,False
LUSC,0.24,0.0732,True
LUSC,0.35,0.0742,False
MESO,0.13,0.0774,True
OV,0.58,0.1071,True
PAAD,0.11,0.0769,True
PCPG,0.08,0.0714,True
PRAD,0.17,0.0714,True
PRAD,0.21,0.0909,False
READ,0.09,0.0812,True
SARC,0.18,0.0714,True
SKCM,0.22,0.0667,True
STAD,0.62,0.1081,True
STAD,0.38,0.0870,False
TGCT,0.22,0.0556,True
THCA,0.17,0.0909,True
THCA,0.24,0.0667,False
THYM,0.16,0.0625,True
UCEC,0.36,0.1176,True
UCEC,0.23,0.0882,False
UCS,0.23,0.0769,True
UVM,0.05,0.0718,True
ACC,0.06,0.0769,True
BLCA,0.03,0.0588,True
BRCA,0.08,0.0588,True
BRCA,0.03,0.0385,False
CESC,0.07,0.0667,True
COAD,0.05,0.0801,True
COAD,0.05,0.0742,False
DLBC,0.06,0.0580,True
ESCA,0.3,0.0548,True
GBM,0.11,0.0455,True
HNSC,0.07,0.0628,True
HNSC,0.02,0.0625,False
KICH,0.12,0.0718,False
KIRC,0.07,0.0588,True
KIRC,0.04,0.0478,False
KIRP,0.03,0.0667,True
KIRP,0.06,0.0834,False
LAML,0.07,0.0769,True
LGG,0.05,0.0667,True
LIHC,0.02,0.0801,True
LUAD,0.06,0.0606,True
LUAD,0.05,0.0769,False
LUSC,0.05,0.0625,True
LUSC,0.08,0.0667,False
MESO,0.05,0.0697,True
OV,0.22,0.0541,True
PAAD,0.07,0.0769,True
PCPG,0.03,0.1000,True
PCPG,0.33,0.0667,False
PRAD,0.07,0.0625,True
PRAD,0.02,0.0588,False
READ,0.02,0.0885,True
SARC,0.06,0.0526,True
SKCM,0.07,0.0625,True
STAD,0.22,0.0606,True
STAD,0.09,0.0551,False
TGCT,0.03,0.0423,True
THCA,0.07,0.0691,True
THCA,0.09,0.0667,False
THYM,0.04,0.0667,True
UCEC,0.15,0.0769,True
UCEC,0.14,0.0769,False
UCS,0.05,0.0611,True
UVM,0.01,0.0663,True
ACC,0.05,0.1000,True
BLCA,0.12,0.0833,True
BLCA,0.11,0.0769,False
BRCA,0.19,0.0714,True
BRCA,0.08,0.0588,False
CESC,0.19,0.0769,True
CHOL,0.06,0.0871,True
COAD,0.07,0.0833,True
COAD,0.07,0.0909,False
DLBC,0.19,0.0625,True
ESCA,0.42,0.0714,True
ESCA,0.27,0.0882,False
GBM,0.22,0.0625,True
GBM,0.4,0.0596,False
HNSC,0.17,0.0817,True
HNSC,0.09,0.0885,False
KICH,0.17,0.1325,False
KIRC,0.13,0.0714,True
KIRC,0.17,0.0667,False
KIRP,0.08,0.0909,True
KIRP,0.19,0.0714,False
LAML,0.07,0.0833,True
LGG,0.16,0.0755,True
LIHC,0.05,0.0955,True
LIHC,0.02,0.2000,False
LUAD,0.14,0.0742,True
LUAD,0.05,0.0833,False
LUSC,0.16,0.0714,True
LUSC,0.14,0.0588,False
MESO,0.14,0.0833,True
OV,0.38,0.0833,True
PAAD,0.08,0.0833,True
PCPG,0.08,0.0909,True
PRAD,0.11,0.0714,True
PRAD,0.1,0.0667,False
READ,0.07,0.0909,True
READ,0.1,0.0952,False
SARC,0.17,0.0714,True
SKCM,0.16,0.0667,True
STAD,0.34,0.0714,True
STAD,0.16,0.0556,False
TGCT,0.25,0.0571,True
THCA,0.13,0.0833,True
THCA,0.16,0.0714,False
THYM,0.15,0.0564,True
UCEC,0.14,0.0833,True
UCEC,0.14,0.0833,False
UCS,0.21,0.0691,True
UVM,0.09,0.0714,True
BLCA,0.05,0.0769,True
BLCA,0.05,0.0833,False
BRCA,0.07,0.0625,True
BRCA,0.06,0.0667,False
CESC,0.07,0.0667,True
CHOL,0.06,0.0801,True
COAD,0.04,0.0833,True
COAD,0.07,0.1000,False
DLBC,0.02,0.0417,True
ESCA,0.14,0.0435,True
GBM,0.08,0.0526,True
HNSC,0.07,0.0667,True
HNSC,0.02,0.0667,False
KICH,0.03,0.0955,True
KIRC,0.04,0.0667,True
KIRC,0.06,0.1000,False
KIRP,0.03,0.0909,True
KIRP,0.09,0.0769,False
LAML,0.03,0.0667,True
LGG,0.08,0.0667,True
LIHC,0.03,0.0833,True
LIHC,0.02,0.1000,False
LUAD,0.06,0.0667,True
LUAD,0.02,0.0769,False
LUSC,0.05,0.0556,True
LUSC,0.08,0.0556,False
MESO,0.05,0.0801,True
OV,0.11,0.0435,True
PAAD,0.06,0.0769,True
PCPG,0.05,0.0742,True
PRAD,0.04,0.0588,True
PRAD,0.06,0.0770,False
READ,0.04,0.0714,True
SARC,0.05,0.0526,True
SKCM,0.06,0.0500,True
STAD,0.12,0.0541,True
STAD,0.12,0.0528,False
TGCT,0.06,0.0345,True
THCA,0.05,0.0769,True
THCA,0.07,0.0646,False
THYM,0.08,0.0478,True
UCEC,0.08,0.0714,True
UCEC,0.09,0.0833,False
UCS,0.05,0.0526,True
ESCA,0.01,0.0833,True
BRCA,0.0,0.0695,True
CHOL,0.03,0.0833,True
GBM,0.01,0.0769,True
KIRC,0.0,0.0734,True
KIRC,0.01,0.0833,False
LGG,0.01,0.0667,True
LUAD,0.0,0.0729,True
SKCM,0.0,0.0521,True
STAD,0.0,0.0417,True
THCA,0.0,0.0833,True
UCEC,0.0,0.1263,True
BLCA,0.02,0.0667,True
BLCA,0.11,0.0839,False
BRCA,0.04,0.0667,True
BRCA,0.1,0.0774,False
CESC,0.02,0.0625,True
CHOL,0.03,0.2000,True
COAD,0.02,0.0801,True
DLBC,0.04,0.0787,True
ESCA,0.04,0.0410,True
ESCA,0.09,0.0530,False
GBM,0.06,0.0593,True
GBM,0.2,0.0769,False
HNSC,0.03,0.0909,True
KICH,0.02,0.0714,True
KICH,0.04,0.0714,False
KIRC,0.04,0.0588,True
KIRC,0.06,0.0588,False
KIRP,0.04,0.0909,True
KIRP,0.12,0.1288,False
LAML,0.03,0.0588,True
LGG,0.06,0.0742,True
LIHC,0.01,0.0833,True
LUAD,0.03,0.0769,True
LUAD,0.03,0.0885,False
LUSC,0.02,0.0670,True
LUSC,0.1,0.0714,False
MESO,0.02,0.0917,True
OV,0.05,0.0466,True
PAAD,0.02,0.0885,True
PCPG,0.03,0.0769,True
PRAD,0.04,0.0801,True
PRAD,0.02,0.0714,False
READ,0.03,0.0909,True
SARC,0.06,0.0625,True
SKCM,0.04,0.0667,True
STAD,0.05,0.0478,True
STAD,0.16,0.0741,False
TGCT,0.04,0.0500,True
THCA,0.01,0.1000,True
THYM,0.07,0.0718,True
THYM,0.5,0.0556,False
UCEC,0.02,0.0909,True
UCEC,0.06,0.0955,False
UCS,0.05,0.0714,True
UVM,0.02,0.0801,True
ACC,0.03,0.3149,True
BLCA,0.28,0.2105,True
BLCA,0.37,0.1333,False
BRCA,0.47,0.2000,True
BRCA,0.64,0.1538,False
CESC,0.44,0.2000,True
CESC,1.0,0.3846,False
CHOL,0.08,0.1818,True
COAD,0.19,0.2000,True
COAD,0.12,0.1000,False
DLBC,0.38,0.1703,True
ESCA,0.86,0.2222,True
ESCA,0.45,0.1364,False
GBM,0.62,0.2222,True
GBM,0.8,0.2909,False
HNSC,0.4,0.2000,True
HNSC,0.23,0.1909,False
KICH,0.06,0.3173,True
KICH,0.29,0.2308,False
KIRC,0.41,0.1765,True
KIRC,0.39,0.2053,False
KIRP,0.22,0.2143,True
KIRP,0.44,0.1834,False
LAML,0.44,0.2000,True
LGG,0.4,0.2308,True
LIHC,0.04,0.2000,True
LUAD,0.32,0.2000,True
LUAD,0.25,0.1111,False
LUSC,0.39,0.1920,True
LUSC,0.49,0.1269,False
MESO,0.2,0.1667,True
OV,0.66,0.2647,True
PAAD,0.18,0.1909,True
PAAD,0.25,0.0556,False
PCPG,0.21,0.2000,True
PCPG,0.33,0.1250,False
PRAD,0.33,0.1818,True
PRAD,0.27,0.2191,False
READ,0.2,0.2000,True
READ,0.2,0.2078,False
SARC,0.43,0.2000,True
SARC,0.5,0.1333,False
SKCM,0.45,0.1830,True
STAD,0.67,0.2308,True
STAD,0.56,0.1923,False
TGCT,0.64,0.1791,True
THCA,0.24,0.1667,True
THCA,0.48,0.1818,False
THYM,0.52,0.1667,True
THYM,1.0,0.1185,False
UCEC,0.25,0.2500,True
UCEC,0.37,0.1818,False
UCS,0.55,0.1667,True
UVM,0.3,0.1333,True
BLCA,0.03,0.0833,True
BLCA,0.16,0.0909,False
BRCA,0.04,0.0588,True
BRCA,0.07,0.0714,False
CESC,0.04,0.0833,True
COAD,0.0,0.2308,True
ESCA,0.06,0.0496,True
ESCA,0.09,0.0769,False
GBM,0.05,0.0500,True
GBM,0.2,0.0769,False
HNSC,0.04,0.0769,True
KICH,0.04,0.0526,False
KIRC,0.06,0.0769,True
KIRC,0.06,0.0667,False
KIRP,0.03,0.0774,True
KIRP,0.03,0.0909,False
LAML,0.05,0.0667,True
LGG,0.04,0.0714,True
LIHC,0.0,0.0833,True
LUAD,0.03,0.0667,True
LUAD,0.03,0.0526,False
LUSC,0.02,0.0667,True
LUSC,0.04,0.0741,False
MESO,0.01,0.1000,True
OV,0.03,0.0435,True
PAAD,0.01,0.0813,True
PCPG,0.03,0.0833,True
PRAD,0.02,0.0742,True
READ,0.03,0.0667,True
READ,0.1,0.0833,False
SARC,0.03,0.0718,True
SKCM,0.05,0.0691,True
STAD,0.04,0.0564,True
STAD,0.09,0.0691,False
TGCT,0.06,0.0667,True
THCA,0.01,0.0769,True
THCA,0.07,0.0729,False
THYM,0.06,0.0606,True
UCEC,0.02,0.0769,True
UCEC,0.09,0.0909,False
UCS,0.11,0.0667,True
UVM,0.01,0.0833,True
ACC,0.08,0.0833,True
BLCA,0.1,0.0714,True
BLCA,0.16,0.0981,False
BRCA,0.19,0.0667,True
BRCA,0.16,0.0625,False
CESC,0.12,0.0606,True
CHOL,0.06,0.1146,True
COAD,0.04,0.0691,True
COAD,0.02,0.0714,False
DLBC,0.06,0.0749,True
ESCA,0.23,0.0625,True
ESCA,0.18,0.0556,False
GBM,0.21,0.0690,True
GBM,0.4,0.1123,False
HNSC,0.15,0.0769,True
HNSC,0.02,0.0769,False
KICH,0.05,0.0834,True
KICH,0.17,0.0646,False
KIRC,0.17,0.0714,True
KIRC,0.11,0.0667,False
KIRP,0.06,0.0952,True
KIRP,0.16,0.0670,False
LAML,0.05,0.0714,True
LGG,0.15,0.0691,True
LIHC,0.02,0.0871,True
LUAD,0.12,0.0769,True
LUAD,0.17,0.0742,False
LUSC,0.13,0.0625,True
LUSC,0.24,0.0801,False
MESO,0.07,0.0955,True
OV,0.19,0.0588,True
PAAD,0.09,0.0714,True
PAAD,0.25,0.0870,False
PCPG,0.07,0.0667,True
PRAD,0.12,0.0667,True
PRAD,0.21,0.0839,False
READ,0.11,0.0871,True
SARC,0.17,0.0667,True
SKCM,0.13,0.0625,True
STAD,0.17,0.0588,True
STAD,0.09,0.0720,False
TGCT,0.11,0.0466,True
THCA,0.12,0.0822,True
THCA,0.09,0.0769,False
THYM,0.13,0.0541,True
UCEC,0.11,0.0833,True
UCEC,0.14,0.0742,False
UCS,0.09,0.0588,True
UVM,0.11,0.0714,True
BLCA,0.01,0.0769,True
BRCA,0.01,0.0500,True
CESC,0.01,0.0648,True
COAD,0.02,0.1000,False
DLBC,0.04,0.0572,True
HNSC,0.01,0.0541,True
KIRC,0.0,0.0532,True
LAML,0.01,0.2000,True
LGG,0.01,0.0588,True
LIHC,0.0,0.0667,True
LUAD,0.01,0.0833,True
LUSC,0.0,0.0278,True
PAAD,0.01,0.0526,True
STAD,0.0,0.0513,True
THCA,0.0,0.0556,True
THCA,0.03,0.0556,False
THYM,0.01,0.0578,True
UCEC,0.0,0.0625,True
UVM,0.01,0.1000,True
ACC,0.16,0.0833,True
BLCA,0.23,0.0833,True
BLCA,0.21,0.0769,False
BRCA,0.35,0.0769,True
BRCA,0.38,0.0769,False
CESC,0.36,0.0769,True
CESC,0.67,0.1551,False
CHOL,0.11,0.0871,True
COAD,0.17,0.0909,True
COAD,0.17,0.0769,False
DLBC,0.15,0.0501,True
ESCA,0.4,0.0769,True
ESCA,0.18,0.0625,False
GBM,0.37,0.0789,True
GBM,0.4,0.0526,False
HNSC,0.34,0.0833,True
HNSC,0.3,0.0714,False
KICH,0.09,0.0885,True
KICH,0.29,0.0667,False
KIRC,0.3,0.0732,True
KIRC,0.36,0.0714,False
KIRP,0.16,0.0691,True
KIRP,0.38,0.0667,False
LAML,0.09,0.0769,True
LGG,0.41,0.0870,True
LIHC,0.09,0.1000,True
LIHC,0.02,0.1000,False
LUAD,0.32,0.0833,True
LUAD,0.34,0.0833,False
LUSC,0.36,0.0833,True
LUSC,0.31,0.0616,False
MESO,0.2,0.0909,True
OV,0.4,0.0938,True
PAAD,0.18,0.0833,True
PAAD,0.25,0.0714,False
PCPG,0.17,0.0871,True
PRAD,0.27,0.0833,True
PRAD,0.37,0.1036,False
READ,0.18,0.0714,True
SARC,0.33,0.0833,True
SARC,0.5,0.3333,False
SKCM,0.29,0.0667,True
STAD,0.29,0.0870,True
STAD,0.12,0.0938,False
TGCT,0.38,0.0759,True
THCA,0.28,0.0882,True
THCA,0.31,0.0556,False
THYM,0.29,0.0606,True
THYM,0.5,0.0398,False
UCEC,0.24,0.0952,True
UCEC,0.26,0.0714,False
UCS,0.25,0.0728,True
UVM,0.14,0.0769,True
ACC,0.08,0.0952,True
BLCA,0.16,0.0702,True
BLCA,0.16,0.0909,False
BRCA,0.25,0.0625,True
BRCA,0.19,0.0556,False
CESC,0.23,0.0691,True
CESC,0.33,0.1111,False
CHOL,0.11,0.0955,True
COAD,0.12,0.0755,True
COAD,0.12,0.0667,False
DLBC,0.12,0.0500,True
ESCA,0.4,0.0784,True
ESCA,0.27,0.0635,False
GBM,0.21,0.0667,True
GBM,0.4,0.0870,False
HNSC,0.27,0.0690,True
HNSC,0.14,0.0833,False
KICH,0.06,0.0871,True
KICH,0.25,0.0690,False
KIRC,0.21,0.0625,True
KIRC,0.22,0.0646,False
KIRP,0.1,0.0556,True
KIRP,0.28,0.0606,False
LAML,0.03,0.0667,True
LGG,0.25,0.0667,True
LIHC,0.08,0.0909,True
LUAD,0.2,0.0769,True
LUAD,0.15,0.0742,False
LUSC,0.22,0.0588,True
LUSC,0.2,0.0646,False
MESO,0.22,0.0871,True
OV,0.3,0.0723,True
PAAD,0.12,0.0769,True
PCPG,0.13,0.0714,True
PRAD,0.17,0.0714,True
PRAD,0.19,0.0769,False
READ,0.11,0.0691,True
SARC,0.25,0.0741,True
SKCM,0.24,0.0625,True
STAD,0.27,0.0690,True
STAD,0.19,0.0870,False
TGCT,0.23,0.0465,True
THCA,0.16,0.0667,True
THCA,0.17,0.0611,False
THYM,0.18,0.0500,True
UCEC,0.16,0.0852,True
UCEC,0.23,0.0718,False
UCS,0.18,0.0506,True
UVM,0.08,0.0714,True
STAD,0.0,0.0556,True
ACC,0.01,0.0556,True
BLCA,0.01,0.0625,True
BLCA,0.16,0.0909,False
BRCA,0.02,0.0556,True
BRCA,0.03,0.0556,False
CESC,0.03,0.0588,True
COAD,0.0,0.0769,True
COAD,0.02,0.0833,False
ESCA,0.05,0.0476,True
GBM,0.01,0.0435,True
HNSC,0.01,0.0455,True
KICH,0.08,0.0691,False
KIRC,0.02,0.0500,True
KIRC,0.03,0.0667,False
KIRP,0.02,0.0588,True
LAML,0.01,0.1000,True
LGG,0.03,0.0526,True
LIHC,0.01,0.1000,True
LUAD,0.02,0.0691,True
LUAD,0.02,0.0593,False
LUSC,0.02,0.0455,True
LUSC,0.06,0.0679,False
MESO,0.03,0.0750,True
OV,0.07,0.0500,True
PAAD,0.02,0.0667,True
PCPG,0.02,0.0588,True
PRAD,0.04,0.0588,True
PRAD,0.1,0.0646,False
SARC,0.03,0.0513,True
SKCM,0.01,0.0459,True
SKCM,1.0,0.0667,False
STAD,0.04,0.0714,True
STAD,0.09,0.0718,False
TGCT,0.02,0.0435,True
THCA,0.02,0.0625,True
THYM,0.03,0.0588,True
UCEC,0.03,0.0588,True
UCEC,0.09,0.0526,False
UCS,0.02,0.0580,True
UVM,0.02,0.0833,True
ACC,0.04,0.1000,True
BLCA,0.11,0.0833,True
BLCA,0.21,0.0801,False
BRCA,0.22,0.0714,True
BRCA,0.2,0.0728,False
CESC,0.23,0.0833,True
CESC,0.33,0.0625,False
CHOL,0.08,0.1000,True
COAD,0.12,0.0871,True
COAD,0.12,0.1176,False
DLBC,0.17,0.0811,True
ESCA,0.47,0.0909,True
ESCA,0.27,0.0690,False
GBM,0.37,0.0870,True
HNSC,0.21,0.0833,True
HNSC,0.14,0.0774,False
KICH,0.03,0.0917,True
KICH,0.25,0.1389,False
KIRC,0.17,0.0625,True
KIRC,0.15,0.0625,False
KIRP,0.09,0.0871,True
KIRP,0.19,0.0606,False
LAML,0.05,0.1000,True
LGG,0.27,0.0909,True
LIHC,0.04,0.0769,True
LUAD,0.19,0.0833,True
LUAD,0.07,0.0606,False
LUSC,0.22,0.0667,True
LUSC,0.24,0.0742,False
MESO,0.12,0.0833,True
OV,0.41,0.1000,True
PAAD,0.1,0.0833,True
PCPG,0.1,0.0909,True
PRAD,0.16,0.0833,True
PRAD,0.15,0.0871,False
READ,0.1,0.0833,True
SARC,0.25,0.0769,True
SKCM,0.18,0.0679,True
SKCM,1.0,0.0833,False
STAD,0.32,0.1000,True
STAD,0.31,0.0667,False
TGCT,0.24,0.0556,True
THCA,0.15,0.0714,True
THCA,0.21,0.0742,False
THYM,0.22,0.0769,True
UCEC,0.22,0.1000,True
UCEC,0.29,0.1510,False
UCS,0.25,0.0839,True
UVM,0.09,0.0714,True
ACC,0.03,0.0812,True
BLCA,0.07,0.0769,True
BLCA,0.11,0.0833,False
BRCA,0.14,0.0714,True
BRCA,0.09,0.0625,False
CESC,0.12,0.0833,True
CESC,0.33,0.0769,False
COAD,0.04,0.0833,True
COAD,0.07,0.0909,False
DLBC,0.04,0.0769,True
ESCA,0.33,0.0769,True
GBM,0.3,0.0741,True
HNSC,0.11,0.0714,True
HNSC,0.11,0.0955,False
KICH,0.02,0.1818,True
KICH,0.12,0.0909,False
KIRC,0.1,0.0667,True
KIRC,0.08,0.0742,False
KIRP,0.05,0.1000,True
KIRP,0.16,0.0714,False
LAML,0.05,0.1000,True
LGG,0.19,0.0890,True
LIHC,0.03,0.0955,True
LUAD,0.1,0.0769,True
LUAD,0.05,0.0909,False
LUSC,0.14,0.0714,True
LUSC,0.1,0.0625,False
MESO,0.08,0.0833,True
OV,0.3,0.0909,True
PAAD,0.04,0.0769,True
PCPG,0.05,0.0909,True
PRAD,0.09,0.0769,True
PRAD,0.08,0.0667,False
READ,0.05,0.0909,True
SARC,0.14,0.0909,True
SKCM,0.14,0.0714,True
STAD,0.2,0.0769,True
STAD,0.16,0.0690,False
TGCT,0.18,0.0625,True
THCA,0.09,0.0714,True
THCA,0.1,0.0839,False
THYM,0.08,0.0691,True
UCEC,0.13,0.0833,True
UCEC,0.11,0.0750,False
UCS,0.12,0.0667,True
UVM,0.02,0.0885,True
BRCA,0.01,0.0588,True
BRCA,0.01,0.0625,False
ESCA,0.01,0.0714,True
HNSC,0.0,0.0625,True
KIRC,0.01,0.0625,True
KIRC,0.01,0.0526,False
LAML,0.01,0.0718,True
LGG,0.0,0.0834,True
LIHC,0.01,0.0667,True
LUAD,0.0,0.0625,True
LUSC,0.01,0.0500,True
OV,0.0,0.0524,True
PRAD,0.0,0.0909,True
STAD,0.01,0.0729,True
THCA,0.0,0.0691,True
THYM,0.01,0.1000,True
UCEC,0.0,0.0595,True
ACC,0.01,0.0682,True
BLCA,0.15,0.0909,True
BLCA,0.16,0.0955,False
BRCA,0.27,0.0909,True
BRCA,0.27,0.0852,False
CESC,0.3,0.0955,True
CHOL,0.08,0.0833,True
COAD,0.15,0.1000,True
COAD,0.12,0.0909,False
DLBC,0.21,0.0870,True
ESCA,0.66,0.1429,True
ESCA,0.27,0.0667,False
GBM,0.54,0.1500,True
GBM,0.2,0.1667,False
HNSC,0.31,0.0909,True
HNSC,0.27,0.0909,False
KICH,0.02,0.1818,True
KICH,0.21,0.1538,False
KIRC,0.22,0.0800,True
KIRC,0.31,0.0769,False
KIRP,0.1,0.0909,True
KIRP,0.28,0.1000,False
LAML,0.05,0.1288,True
LGG,0.31,0.1000,True
LIHC,0.03,0.1000,True
LUAD,0.21,0.0952,True
LUAD,0.14,0.0909,False
LUSC,0.31,0.0909,True
LUSC,0.31,0.0741,False
MESO,0.08,0.1167,True
OV,0.55,0.1667,True
PAAD,0.06,0.0955,True
PCPG,0.09,0.1743,True
PCPG,0.33,0.1429,False
PRAD,0.19,0.0909,True
PRAD,0.35,0.0955,False
READ,0.14,0.1304,True
SARC,0.25,0.1000,True
SKCM,0.33,0.0909,True
STAD,0.45,0.1667,True
STAD,0.41,0.1000,False
TGCT,0.36,0.0909,True
THCA,0.23,0.0833,True
THCA,0.34,0.0769,False
THYM,0.25,0.0909,True
THYM,1.0,0.0978,False
UCEC,0.28,0.1667,True
UCEC,0.29,0.1727,False
UCS,0.3,0.1027,True
UVM,0.08,0.0839,True
ACC,0.06,0.0909,True
BLCA,0.09,0.0588,True
BLCA,0.05,0.0572,False
BRCA,0.12,0.0625,True
BRCA,0.22,0.0714,False
CESC,0.09,0.0588,True
CESC,0.33,0.0526,False
CHOL,0.06,0.0778,True
COAD,0.07,0.0833,True
COAD,0.05,0.0857,False
DLBC,0.08,0.0855,True
ESCA,0.46,0.0833,True
ESCA,0.45,0.0769,False
GBM,0.34,0.0909,True
GBM,0.4,0.0556,False
HNSC,0.11,0.0646,True
HNSC,0.02,0.1000,False
KICH,0.02,0.1818,True
KICH,0.17,0.0769,False
KIRC,0.11,0.0625,True
KIRC,0.15,0.0588,False
KIRP,0.08,0.0870,True
KIRP,0.16,0.0750,False
LAML,0.01,0.0909,True
LGG,0.16,0.0702,True
LIHC,0.02,0.0714,True
LUAD,0.08,0.0714,True
LUAD,0.07,0.0663,False
LUSC,0.11,0.0572,True
LUSC,0.08,0.0476,False
MESO,0.07,0.0955,True
OV,0.39,0.0909,True
PAAD,0.06,0.1000,True
PCPG,0.05,0.0817,True
PRAD,0.1,0.0714,True
PRAD,0.12,0.0588,False
READ,0.1,0.0909,True
SARC,0.13,0.0704,True
SKCM,0.11,0.0526,True
STAD,0.31,0.1000,True
STAD,0.31,0.0833,False
TGCT,0.1,0.0476,True
THCA,0.11,0.0667,True
THCA,0.09,0.0625,False
THYM,0.1,0.0606,True
UCEC,0.18,0.0909,True
UCEC,0.31,0.0955,False
UCS,0.09,0.0575,True
UVM,0.05,0.0871,True
ACC,0.05,0.1215,True
BLCA,0.06,0.0588,True
BLCA,0.05,0.0455,False
BRCA,0.13,0.0667,True
BRCA,0.13,0.0667,False
CESC,0.1,0.0556,True
COAD,0.07,0.0667,True
COAD,0.05,0.1000,False
DLBC,0.06,0.0417,True
ESCA,0.25,0.0718,True
ESCA,0.18,0.0769,False
GBM,0.21,0.0646,True
HNSC,0.12,0.0625,True
HNSC,0.09,0.0667,False
KICH,0.03,0.0890,True
KIRC,0.06,0.0488,True
KIRC,0.15,0.0588,False
KIRP,0.09,0.0769,True
KIRP,0.16,0.0691,False
LAML,0.01,0.1000,True
LGG,0.14,0.0667,True
LIHC,0.05,0.0833,True
LUAD,0.09,0.0625,True
LUAD,0.05,0.0778,False
LUSC,0.12,0.0588,True
LUSC,0.06,0.0455,False
MESO,0.03,0.0857,True
OV,0.21,0.0755,True
PAAD,0.06,0.0742,True
PCPG,0.07,0.0769,True
PRAD,0.09,0.0625,True
PRAD,0.12,0.0596,False
READ,0.05,0.0679,True
SARC,0.11,0.0625,True
SKCM,0.1,0.0519,True
STAD,0.19,0.0714,True
STAD,0.16,0.0870,False
TGCT,0.08,0.0435,True
THCA,0.09,0.0625,True
THCA,0.09,0.0955,False
THYM,0.08,0.0526,True
UCEC,0.13,0.0714,True
UCEC,0.26,0.1000,False
UCS,0.05,0.0417,True
UVM,0.09,0.0714,True
ACC,0.03,0.0813,True
BLCA,0.02,0.0625,True
BRCA,0.01,0.0541,True
BRCA,0.02,0.0861,False
CESC,0.01,0.0456,True
COAD,0.01,0.0651,True
DLBC,0.02,0.0909,True
ESCA,0.03,0.0588,True
GBM,0.01,0.0384,True
HNSC,0.01,0.0635,True
KICH,0.02,0.0667,True
KICH,0.04,0.0526,False
KIRC,0.01,0.0572,True
KIRC,0.01,0.0705,False
KIRP,0.01,0.0526,True
KIRP,0.03,0.0655,False
LGG,0.01,0.0556,True
LUAD,0.0,0.0385,True
LUAD,0.03,0.0644,False
LUSC,0.01,0.0516,True
MESO,0.01,0.0750,True
OV,0.02,0.0733,True
PAAD,0.01,0.0526,True
PCPG,0.01,0.0625,True
PRAD,0.02,0.0541,True
SKCM,0.02,0.0526,True
STAD,0.02,0.0742,True
STAD,0.03,0.0663,False
TGCT,0.01,0.0357,True
THYM,0.03,0.0588,True
UCEC,0.01,0.0667,True
ACC,0.06,0.0714,True
BLCA,0.22,0.0833,True
BLCA,0.16,0.0667,False
BRCA,0.28,0.0714,True
BRCA,0.15,0.0556,False
CESC,0.31,0.0714,True
CHOL,0.08,0.1000,True
COAD,0.19,0.0769,True
COAD,0.12,0.0909,False
DLBC,0.17,0.0667,True
ESCA,0.38,0.1000,True
ESCA,0.36,0.0981,False
GBM,0.35,0.0871,True
GBM,0.2,0.0450,False
HNSC,0.3,0.0741,True
HNSC,0.09,0.0500,False
KICH,0.17,0.0909,True
KICH,0.21,0.0680,False
KIRC,0.18,0.0588,True
